year_film,year_ceremony,ceremony,category,name,film,winner
2013,2014,86,FILM EDITING,Christopher Rouse,Captain Phillips,False
2013,2014,86,FILM EDITING,John Mac McMurphy and Martin Pensa,Dallas Buyers Club,False
2013,2014,86,FILM EDITING,Alfonso Cuarón and Mark Sanger,Gravity,True
2013,2014,86,FILM EDITING,Joe Walker,12 Years a Slave,False
2013,2014,86,FOREIGN LANGUAGE FILM,Belgium,The Broken Circle Breakdown,False
2013,2014,86,FOREIGN LANGUAGE FILM,Italy,The Great Beauty,True
2013,2014,86,FOREIGN LANGUAGE FILM,Denmark,The Hunt,False
2013,2014,86,FOREIGN LANGUAGE FILM,Cambodia,The Missing Picture,False
2013,2014,86,FOREIGN LANGUAGE FILM,Palestine,Omar,False
2013,2014,86,MAKEUP AND HAIRSTYLING,Adruitha Lee and Robin Mathews,Dallas Buyers Club,True
2013,2014,86,MAKEUP AND HAIRSTYLING,Stephen Prouty,Jackass Presents: Bad Grandpa,False
2013,2014,86,MAKEUP AND HAIRSTYLING,Joel Harlow and Gloria Pasqua-Casny,The Lone Ranger,False
2013,2014,86,MUSIC (Original Score),John Williams,The Book Thief,False
2013,2014,86,MUSIC (Original Score),Steven Price,Gravity,True
2013,2014,86,MUSIC (Original Score),William Butler and Owen Pallett,Her,False
2013,2014,86,MUSIC (Original Score),Alexandre Desplat,Philomena,False
2013,2014,86,MUSIC (Original Score),Thomas Newman,Saving Mr. Banks,False
2013,2014,86,MUSIC (Original Song),Music by Bruce Broughton; Lyric by Dennis Spiegel,Alone Yet Not Alone,False
2013,2014,86,MUSIC (Original Song),Music and Lyric by Pharrell Williams,Despicable Me 2,False
2013,2014,86,MUSIC (Original Song),Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,Frozen,True
2013,2014,86,MUSIC (Original Song),Music by Karen O; Lyric by Karen O and Spike Jonze,Her,False
2013,2014,86,MUSIC (Original Song),"Music by Paul Hewson, Dave Evans, Adam Clayton and Larry Mullen; Lyric by Paul Hewson",Mandela: Long Walk to Freedom,False
2013,2014,86,BEST PICTURE,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers",American Hustle,False
2013,2014,86,BEST PICTURE,"Scott Rudin, Dana Brunetti and Michael De Luca, Producers",Captain Phillips,False
2013,2014,86,BEST PICTURE,"Robbie Brenner and Rachel Winter, Producers",Dallas Buyers Club,False
2013,2014,86,BEST PICTURE,"Alfonso Cuarón and David Heyman, Producers",Gravity,False
2013,2014,86,BEST PICTURE,"Megan Ellison, Spike Jonze and Vincent Landay, Producers",Her,False
2013,2014,86,BEST PICTURE,"Albert Berger and Ron Yerxa, Producers",Nebraska,False
2013,2014,86,BEST PICTURE,"Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers",Philomena,False
2013,2014,86,BEST PICTURE,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",12 Years a Slave,True
2013,2014,86,BEST PICTURE,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers",The Wolf of Wall Street,False
2013,2014,86,PRODUCTION DESIGN,Production Design: Judy Becker; Set Decoration: Heather Loeffler,American Hustle,False
2013,2014,86,PRODUCTION DESIGN,Production Design: Andy Nicholson; Set Decoration: Rosie Goodwin and Joanne Woollard,Gravity,False
2013,2014,86,PRODUCTION DESIGN,Production Design: Catherine Martin; Set Decoration: Beverley Dunn,The Great Gatsby,True
2013,2014,86,PRODUCTION DESIGN,Production Design: K.K. Barrett; Set Decoration: Gene Serdena,Her,False
2013,2014,86,PRODUCTION DESIGN,Production Design: Adam Stockhausen; Set Decoration: Alice Baker,12 Years a Slave,False
2013,2014,86,SHORT FILM (Animated),Daniel Sousa and Dan Golden,Feral,False
2013,2014,86,SHORT FILM (Animated),Lauren MacMullan and Dorothy McKim,Get a Horse!,False
2013,2014,86,SHORT FILM (Animated),Laurent Witz and Alexandre Espigares,Mr. Hublot,True
2013,2014,86,SHORT FILM (Animated),Shuhei Morita,Possessions,False
2013,2014,86,SHORT FILM (Animated),Max Lang and Jan Lachauer,Room on the Broom,False
2013,2014,86,SHORT FILM (Live Action),Esteban Crespo,Aquel No Era Yo (That Wasn't Me),False
2013,2014,86,SHORT FILM (Live Action),Xavier Legrand and Alexandre Gavras,Avant Que De Tout Perdre (Just before Losing Everything),False
2013,2014,86,SHORT FILM (Live Action),Anders Walter and Kim Magnusson,Helium,True
2013,2014,86,SHORT FILM (Live Action),Selma Vilhunen and Kirsikka Saari,Pitääkö Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?),False
2013,2014,86,SHORT FILM (Live Action),Mark Gill and Baldwin Li,The Voorman Problem,False
2013,2014,86,SOUND EDITING,Steve Boeddeker and Richard Hymns,All Is Lost,False
2013,2014,86,SOUND EDITING,Oliver Tarney,Captain Phillips,False
2013,2014,86,SOUND EDITING,Glenn Freemantle,Gravity,True
2013,2014,86,SOUND EDITING,Brent Burge and Chris Ward,The Hobbit: The Desolation of Smaug,False
2013,2014,86,SOUND EDITING,Wylie Stateman,Lone Survivor,False
2013,2014,86,SOUND MIXING,"Chris Burdon, Mark Taylor, Mike Prestwood Smith and Chris Munro",Captain Phillips,False
2013,2014,86,SOUND MIXING,"Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro",Gravity,True
2013,2014,86,SOUND MIXING,"Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson",The Hobbit: The Desolation of Smaug,False
2013,2014,86,SOUND MIXING,"Skip Lievsay, Greg Orloff and Peter F. Kurland",Inside Llewyn Davis,False
2013,2014,86,SOUND MIXING,"Andy Koyama, Beau Borders and David Brownlow",Lone Survivor,False
2013,2014,86,VISUAL EFFECTS,"Tim Webber, Chris Lawrence, David Shirk and Neil Corbould",Gravity,True
2013,2014,86,VISUAL EFFECTS,"Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds",The Hobbit: The Desolation of Smaug,False
2013,2014,86,VISUAL EFFECTS,"Christopher Townsend, Guy Williams, Erik Nash and Dan Sudick",Iron Man 3,False
2013,2014,86,VISUAL EFFECTS,"Tim Alexander, Gary Brozenich, Edson Williams and John Frazier",The Lone Ranger,False
2013,2014,86,VISUAL EFFECTS,"Roger Guyett, Patrick Tubach, Ben Grossmann and Burt Dalton",Star Trek Into Darkness,False
2013,2014,86,WRITING (Adapted Screenplay),"Richard Linklater, Julie Delpy, Ethan Hawke",Before Midnight,False
2013,2014,86,WRITING (Adapted Screenplay),Screenplay by Billy Ray,Captain Phillips,False
2013,2014,86,WRITING (Adapted Screenplay),Screenplay by Steve Coogan and Jeff Pope,Philomena,False
2013,2014,86,WRITING (Adapted Screenplay),Screenplay by John Ridley,12 Years a Slave,True
2013,2014,86,WRITING (Adapted Screenplay),Screenplay by Terence Winter,The Wolf of Wall Street,False
2013,2014,86,WRITING (Original Screenplay),Eric Warren Singer and David O. Russell,American Hustle,False
2013,2014,86,WRITING (Original Screenplay),Woody Allen,Blue Jasmine,False
2013,2014,86,WRITING (Original Screenplay),Craig Borten & Melisa Wallack,Dallas Buyers Club,False
2013,2014,86,WRITING (Original Screenplay),Spike Jonze,Her,True
2013,2014,86,WRITING (Original Screenplay),Bob Nelson,Nebraska,False
2013,2014,86,JEAN HERSHOLT HUMANITARIAN AWARD,Angelina Jolie,,True
2013,2014,86,HONORARY AWARD, Angela Lansbury,,True
2013,2014,86,HONORARY AWARD, Steve Martin in recognition of his extraordinary talents and the unique inspiration he has brought to the art of motion pictures.,,True
2013,2014,86,HONORARY AWARD, Piero si,,True
2014,2015,87,ACTOR IN A LEADING ROLE,Steve Carell,Foxcatcher,False
2014,2015,87,ACTOR IN A LEADING ROLE,Bradley Cooper,American Sniper,False
2014,2015,87,ACTOR IN A LEADING ROLE,Benedict Cumberbatch,The Imitation Game,False
2014,2015,87,ACTOR IN A LEADING ROLE,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance),False
2014,2015,87,ACTOR IN A LEADING ROLE,Eddie Redmayne,The Theory of Everything,True
2014,2015,87,ACTOR IN A SUPPORTING ROLE,Robert Duvall,The Judge,False
2014,2015,87,ACTOR IN A SUPPORTING ROLE,Ethan Hawke,Boyhood,False
2014,2015,87,ACTOR IN A SUPPORTING ROLE,Edward Norton,Birdman or (The Unexpected Virtue of Ignorance),False
2014,2015,87,ACTOR IN A SUPPORTING ROLE,Mark Ruffalo,Foxcatcher,False
2014,2015,87,ACTOR IN A SUPPORTING ROLE,J.K. Simmons,Whiplash,True
2014,2015,87,ACTRESS IN A LEADING ROLE,Marion Cotillard,"Two Days, One Night",False
2014,2015,87,ACTRESS IN A LEADING ROLE,Felicity Jones,The Theory of Everything,False
2014,2015,87,ACTRESS IN A LEADING ROLE,Julianne Moore,Still Alice,True
2014,2015,87,ACTRESS IN A LEADING ROLE,Rosamund Pike,Gone Girl,False
2014,2015,87,ACTRESS IN A LEADING ROLE,Reese Witherspoon,Wild,False
2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Patricia Arquette,Boyhood,True
2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Laura Dern,Wild,False
2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Keira Knightley,The Imitation Game,False
2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Emma Stone,Birdman or (The Unexpected Virtue of Ignorance),False
2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Into the Woods,False
2014,2015,87,ANIMATED FEATURE FILM,"Don Hall, Chris Williams and Roy Conli",Big Hero 6,True
2014,2015,87,ANIMATED FEATURE FILM,"Anthony Stacchi, Graham Annable and Travis Knight",The Boxtrolls,False
2014,2015,87,ANIMATED FEATURE FILM,Dean DeBlois and Bonnie Arnold,How to Train Your Dragon 2,False
2014,2015,87,ANIMATED FEATURE FILM,Tomm Moore and Paul Young,Song of the Sea,False
2014,2015,87,ANIMATED FEATURE FILM,Isao Takahata and Yoshiaki Nishimura,The Tale of the Princess Kaguya,False
2014,2015,87,CINEMATOGRAPHY,Emmanuel Lubezki,Birdman or (The Unexpected Virtue of Ignorance),True
2014,2015,87,CINEMATOGRAPHY,Robert Yeoman,The Grand Budapest Hotel,False
2014,2015,87,CINEMATOGRAPHY,Lukasz Zal and Ryszard Lenczewski,Ida,False
2014,2015,87,CINEMATOGRAPHY,Dick Pope,Mr. Turner,False
2014,2015,87,CINEMATOGRAPHY,Roger Deakins,Unbroken,False
2014,2015,87,COSTUME DESIGN,Milena Canonero,The Grand Budapest Hotel,True
2014,2015,87,COSTUME DESIGN,Mark Bridges,Inherent Vice,False
2014,2015,87,COSTUME DESIGN,Colleen Atwood,Into the Woods,False
2014,2015,87,COSTUME DESIGN,Anna B. Sheppard,Maleficent,False
2014,2015,87,COSTUME DESIGN,Jacqueline Durran,Mr. Turner,False
2014,2015,87,DIRECTING,Alejandro G. Iñárritu,Birdman or (The Unexpected Virtue of Ignorance),True
2014,2015,87,DIRECTING,Richard Linklater,Boyhood,False
2014,2015,87,DIRECTING,Bennett Miller,Foxcatcher,False
2014,2015,87,DIRECTING,Wes Anderson,The Grand Budapest Hotel,False
2014,2015,87,DIRECTING,Morten Tyldum,The Imitation Game,False
2014,2015,87,DOCUMENTARY (Feature),"Laura Poitras, Mathilde Bonnefoy and Dirk Wilutzky",CitizenFour,True
2014,2015,87,DOCUMENTARY (Feature),John Maloof and Charlie Siskel,Finding Vivian Maier,False
2014,2015,87,DOCUMENTARY (Feature),Rory Kennedy and Keven McAlester,Last Days in Vietnam,False
2014,2015,87,DOCUMENTARY (Feature),"Wim Wenders, Juliano Ribeiro Salgado and David Rosier",The Salt of the Earth,False
2014,2015,87,DOCUMENTARY (Feature),Orlando von Einsiedel and Joanna Natasegara,Virunga,False
2014,2015,87,DOCUMENTARY (Short Subject),Ellen Goosenberg Kent and Dana Perry,Crisis Hotline: Veterans Press 1,True
2014,2015,87,DOCUMENTARY (Short Subject),Aneta Kopacz,Joanna,False
2014,2015,87,DOCUMENTARY (Short Subject),Tomasz Sliwinski and Maciej Slesicki,Our Curse,False
2014,2015,87,DOCUMENTARY (Short Subject),Gabriel Serra Arguello,The Reaper (La Parka),False
2014,2015,87,DOCUMENTARY (Short Subject),J. Christian Jensen,White Earth,False
2014,2015,87,FILM EDITING,Joel Cox and Gary D. Roach,American Sniper,False
2014,2015,87,FILM EDITING,Sandra Adair,Boyhood,False
2014,2015,87,FILM EDITING,Barney Pilling,The Grand Budapest Hotel,False
2014,2015,87,FILM EDITING,William Goldenberg,The Imitation Game,False
2014,2015,87,FILM EDITING,Tom Cross,Whiplash,True
2014,2015,87,FOREIGN LANGUAGE FILM,Poland,Ida,True
2014,2015,87,FOREIGN LANGUAGE FILM,Russia,Leviathan,False
2014,2015,87,FOREIGN LANGUAGE FILM,Estonia,Tangerines,False
2014,2015,87,FOREIGN LANGUAGE FILM,Mauritania,Timbuktu,False
2014,2015,87,FOREIGN LANGUAGE FILM,Argentina,Wild Tales,False
2014,2015,87,MAKEUP AND HAIRSTYLING,Bill Corso and Dennis Liddiard,Foxcatcher,False
2014,2015,87,MAKEUP AND HAIRSTYLING,Frances Hannon and Mark Coulier,The Grand Budapest Hotel,True
2014,2015,87,MAKEUP AND HAIRSTYLING,Elizabeth Yianni-Georgiou and David White,Guardians of the Galaxy,False
2014,2015,87,MUSIC (Original Score),Alexandre Desplat,The Grand Budapest Hotel,True
2014,2015,87,MUSIC (Original Score),Alexandre Desplat,The Imitation Game,False
2014,2015,87,MUSIC (Original Score),Hans Zimmer,Interstellar,False
2014,2015,87,MUSIC (Original Score),Gary Yershon,Mr. Turner,False
2014,2015,87,MUSIC (Original Score),Jóhann Jóhannsson,The Theory of Everything,False
2014,2015,87,MUSIC (Original Song),Music and Lyric by Shawn Patterson,The Lego Movie,False
2014,2015,87,MUSIC (Original Song),Music and Lyric by John Stephens and Lonnie Lynn,Selma,True
2014,2015,87,MUSIC (Original Song),Music and Lyric by Diane Warren,Beyond the Lights,False
2014,2015,87,MUSIC (Original Song),Music and Lyric by Glen Campbell and Julian Raymond,Glen Campbell...I'll Be Me,False
2014,2015,87,MUSIC (Original Song),Music and Lyric by Gregg Alexander and Danielle Brisebois,Begin Again,False
2014,2015,87,BEST PICTURE,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers",American Sniper,False
2014,2015,87,BEST PICTURE,"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers",Birdman or (The Unexpected Virtue of Ignorance),True
2014,2015,87,BEST PICTURE,"Richard Linklater and Cathleen Sutherland, Producers",Boyhood,False
2014,2015,87,BEST PICTURE,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers",The Grand Budapest Hotel,False
2014,2015,87,BEST PICTURE,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers",The Imitation Game,False
2014,2015,87,BEST PICTURE,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner, Producers",Selma,False
2014,2015,87,BEST PICTURE,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten, Producers",The Theory of Everything,False
2014,2015,87,BEST PICTURE,"Jason Blum, Helen Estabrook and David Lancaster, Producers",Whiplash,False
2014,2015,87,PRODUCTION DESIGN,Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock,The Grand Budapest Hotel,True
2014,2015,87,PRODUCTION DESIGN,Production Design: Maria Djurkovic; Set Decoration: Tatiana Macdonald,The Imitation Game,False
2014,2015,87,PRODUCTION DESIGN,Production Design: Nathan Crowley; Set Decoration: Gary Fettis,Interstellar,False
2014,2015,87,PRODUCTION DESIGN,Production Design: Dennis Gassner; Set Decoration: Anna Pinnock,Into the Woods,False
2014,2015,87,PRODUCTION DESIGN,Production Design: Suzie Davies; Set Decoration: Charlotte Watts,Mr. Turner,False
2014,2015,87,SHORT FILM (Animated),Daisy Jacobs and Christopher Hees,The Bigger Picture,False
2014,2015,87,SHORT FILM (Animated),Robert Kondo and Dice Tsutsumi,The Dam Keeper,False
2014,2015,87,SHORT FILM (Animated),Patrick Osborne and Kristina Reed,Feast,True
2014,2015,87,SHORT FILM (Animated),Torill Kove,Me and My Moulton,False
2014,2015,87,SHORT FILM (Animated),Joris Oprins,A Single Life,False
2014,2015,87,SHORT FILM (Live Action),Oded Binnun and Mihal Brezis,Aya,False
2014,2015,87,SHORT FILM (Live Action),Michael Lennox and Ronan Blaney,Boogaloo and Graham,False
2014,2015,87,SHORT FILM (Live Action),Hu Wei and Julien Féret,Butter Lamp (La Lampe Au Beurre De Yak),False
2014,2015,87,SHORT FILM (Live Action),Talkhon Hamzavi and Stefan Eichenberger,Parvaneh,False
2014,2015,87,SHORT FILM (Live Action),Mat Kirkby and James Lucas,The Phone Call,True
2014,2015,87,SOUND EDITING,Alan Robert Murray and Bub Asman,American Sniper,True
2014,2015,87,SOUND EDITING,Martín Hernández and Aaron Glascock,Birdman or (The Unexpected Virtue of Ignorance),False
2014,2015,87,SOUND EDITING,Brent Burge and Jason Canovas,The Hobbit: The Battle of the Five Armies,False
2014,2015,87,SOUND EDITING,Richard King,Interstellar,False
2014,2015,87,SOUND EDITING,Becky Sullivan and Andrew DeCristofaro,Unbroken,False
2014,2015,87,SOUND MIXING,"John Reitz, Gregg Rudloff and Walt Martin",American Sniper,False
2014,2015,87,SOUND MIXING,"Jon Taylor, Frank A. Montaño and Thomas Varga",Birdman or (The Unexpected Virtue of Ignorance),False
2014,2015,87,SOUND MIXING,"Gary A. Rizzo, Gregg Landaker and Mark Weingarten",Interstellar,False
2014,2015,87,SOUND MIXING,"Jon Taylor, Frank A. Montaño and David Lee",Unbroken,False
2014,2015,87,SOUND MIXING,"Craig Mann, Ben Wilkins and Thomas Curley",Whiplash,True
2014,2015,87,VISUAL EFFECTS,"Dan DeLeeuw, Russell Earl, Bryan Grill and Dan Sudick",Captain America: The Winter Soldier,False
2014,2015,87,VISUAL EFFECTS,"Joe Letteri, Dan Lemmon, Daniel Barrett and Erik Winquist",Dawn of the Planet of the Apes,False
2014,2015,87,VISUAL EFFECTS,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner and Paul Corbould",Guardians of the Galaxy,False
2014,2015,87,VISUAL EFFECTS,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher",Interstellar,True
2014,2015,87,VISUAL EFFECTS,"Richard Stammers, Lou Pecora, Tim Crosbie and Cameron Waldbauer",X-Men: Days of Future Past,False
2014,2015,87,WRITING (Adapted Screenplay),Jason Hall,American Sniper,False
2014,2015,87,WRITING (Adapted Screenplay),Graham Moore,The Imitation Game,True
2014,2015,87,WRITING (Adapted Screenplay),Written for the screen by Paul Thomas Anderson,Inherent Vice,False
2014,2015,87,WRITING (Adapted Screenplay),Screenplay by Anthony McCarten,The Theory of Everything,False
2014,2015,87,WRITING (Adapted Screenplay),Damien Chazelle,Whiplash,False
2014,2015,87,WRITING (Original Screenplay),"Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo",Birdman or (The Unexpected Virtue of Ignorance),True
2014,2015,87,WRITING (Original Screenplay),Richard Linklater,Boyhood,False
2014,2015,87,WRITING (Original Screenplay),E. Max Frye and Dan Futterman,Foxcatcher,False
2014,2015,87,WRITING (Original Screenplay),Screenplay by Wes Anderson; Story by Wes Anderson & Hugo Guinness,The Grand Budapest Hotel,False
2014,2015,87,WRITING (Original Screenplay),Dan Gilroy,Nightcrawler,False
2014,2015,87,JEAN HERSHOLT HUMANITARIAN AWARD,Harry Belafonte,,True
2014,2015,87,HONORARY AWARD, Jean-Claude Carrière,,True
2014,2015,87,HONORARY AWARD, Hayao Miyazaki,,True
2014,2015,87,HONORARY AWARD, Maureen O'Hara,,True
2015,2016,88,ACTOR IN A LEADING ROLE,Bryan Cranston,Trumbo,False
2015,2016,88,ACTOR IN A LEADING ROLE,Matt Damon,The Martian,False
2015,2016,88,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,The Revenant,True
2015,2016,88,ACTOR IN A LEADING ROLE,Michael Fassbender,Steve Jobs,False
2015,2016,88,ACTOR IN A LEADING ROLE,Eddie Redmayne,The Danish Girl,False
2015,2016,88,ACTOR IN A SUPPORTING ROLE,Christian Bale,The Big Short,False
2015,2016,88,ACTOR IN A SUPPORTING ROLE,Tom Hardy,The Revenant,False
2015,2016,88,ACTOR IN A SUPPORTING ROLE,Mark Ruffalo,Spotlight,False
2015,2016,88,ACTOR IN A SUPPORTING ROLE,Mark Rylance,Bridge of Spies,True
2015,2016,88,ACTOR IN A SUPPORTING ROLE,Sylvester Stallone,Creed,False
2015,2016,88,ACTRESS IN A LEADING ROLE,Cate Blanchett,Carol,False
2015,2016,88,ACTRESS IN A LEADING ROLE,Brie Larson,Room,True
2015,2016,88,ACTRESS IN A LEADING ROLE,Jennifer Lawrence,Joy,False
2015,2016,88,ACTRESS IN A LEADING ROLE,Charlotte Rampling,45 Years,False
2015,2016,88,ACTRESS IN A LEADING ROLE,Saoirse Ronan,Brooklyn,False
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Jennifer Jason Leigh,The Hateful Eight,False
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Rooney Mara,Carol,False
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Rachel McAdams,Spotlight,False
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Alicia Vikander,The Danish Girl,True
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Kate Winslet,Steve Jobs,False
2015,2016,88,ANIMATED FEATURE FILM,"Charlie Kaufman, Duke Johnson and Rosa Tran",Anomalisa,False
2015,2016,88,ANIMATED FEATURE FILM,Alê Abreu,Boy and the World,False
2015,2016,88,ANIMATED FEATURE FILM,Pete Docter and Jonas Rivera,Inside Out,True
2015,2016,88,ANIMATED FEATURE FILM,Mark Burton and Richard Starzak,Shaun the Sheep Movie,False
2015,2016,88,ANIMATED FEATURE FILM,Hiromasa Yonebayashi and Yoshiaki Nishimura,When Marnie Was There,False
2015,2016,88,CINEMATOGRAPHY,Ed Lachman,Carol,False
2015,2016,88,CINEMATOGRAPHY,Robert Richardson,The Hateful Eight,False
2015,2016,88,CINEMATOGRAPHY,John Seale,Mad Max: Fury Road,False
2015,2016,88,CINEMATOGRAPHY,Emmanuel Lubezki,The Revenant,True
2015,2016,88,CINEMATOGRAPHY,Roger Deakins,Sicario,False
2015,2016,88,COSTUME DESIGN,Sandy Powell,Carol,False
2015,2016,88,COSTUME DESIGN,Sandy Powell,Cinderella,False
2015,2016,88,COSTUME DESIGN,Paco Delgado,The Danish Girl,False
2015,2016,88,COSTUME DESIGN,Jenny Beavan,Mad Max: Fury Road,True
2015,2016,88,COSTUME DESIGN,Jacqueline West,The Revenant,False
2015,2016,88,DIRECTING,Adam McKay,The Big Short,False
2015,2016,88,DIRECTING,George Miller,Mad Max: Fury Road,False
2015,2016,88,DIRECTING,Alejandro G. Iñárritu,The Revenant,True
2015,2016,88,DIRECTING,Lenny Abrahamson,Room,False
2015,2016,88,DIRECTING,Tom McCarthy,Spotlight,False
2015,2016,88,DOCUMENTARY (Feature),Asif Kapadia and James Gay-Rees,Amy,True
2015,2016,88,DOCUMENTARY (Feature),Matthew Heineman and Tom Yellin,Cartel Land,False
2015,2016,88,DOCUMENTARY (Feature),Joshua Oppenheimer and Signe Byrge Sørensen,The Look of Silence,False
2015,2016,88,DOCUMENTARY (Feature),"Liz Garbus, Amy Hobby and Justin Wilkes","What Happened, Miss Simone?",False
2015,2016,88,DOCUMENTARY (Feature),Evgeny Afineevsky and Den Tolmor,Winter on Fire: Ukraine's Fight for Freedom,False
2015,2016,88,DOCUMENTARY (Short Subject),David Darg and Bryn Mooser,Body Team 12,False
2015,2016,88,DOCUMENTARY (Short Subject),Courtney Marsh and Jerry Franck,"Chau, beyond the Lines",False
2015,2016,88,DOCUMENTARY (Short Subject),Adam Benzine,Claude Lanzmann: Spectres of the Shoah,False
2015,2016,88,DOCUMENTARY (Short Subject),Sharmeen Obaid-Chinoy,A Girl in the River: The Price of Forgiveness,True
2015,2016,88,DOCUMENTARY (Short Subject),Dee Hibbert-Jones and Nomi Talisman,Last Day of Freedom,False
2015,2016,88,FILM EDITING,Hank Corwin,The Big Short,False
2015,2016,88,FILM EDITING,Margaret Sixel,Mad Max: Fury Road,True
2015,2016,88,FILM EDITING,Stephen Mirrione,The Revenant,False
2015,2016,88,FILM EDITING,Tom McArdle,Spotlight,False
2015,2016,88,FILM EDITING,Maryann Brandon and Mary Jo Markey,Star Wars: The Force Awakens,False
2015,2016,88,FOREIGN LANGUAGE FILM,Colombia,Embrace of the Serpent,False
2015,2016,88,FOREIGN LANGUAGE FILM,France,Mustang,False
2015,2016,88,FOREIGN LANGUAGE FILM,Hungary,Son of Saul,True
2015,2016,88,FOREIGN LANGUAGE FILM,Jordan,Theeb,False
2015,2016,88,FOREIGN LANGUAGE FILM,Denmark,A War,False
2015,2016,88,MAKEUP AND HAIRSTYLING,"Lesley Vanderwalt, Elka Wardega and Damian Martin",Mad Max: Fury Road,True
2015,2016,88,MAKEUP AND HAIRSTYLING,Love Larson and Eva von Bahr,The 100-Year-Old Man Who Climbed out the Window and Disappeared,False
2015,2016,88,MAKEUP AND HAIRSTYLING,"Siân Grigg, Duncan Jarman and Robert Pandini",The Revenant,False
2015,2016,88,MUSIC (Original Score),Thomas Newman,Bridge of Spies,False
2015,2016,88,MUSIC (Original Score),Carter Burwell,Carol,False
2015,2016,88,MUSIC (Original Score),Ennio Morricone,The Hateful Eight,True
2015,2016,88,MUSIC (Original Score),Jóhann Jóhannsson,Sicario,False
2015,2016,88,MUSIC (Original Score),John Williams,Star Wars: The Force Awakens,False
2015,2016,88,MUSIC (Original Song),"Music and Lyric by The Weeknd, Ahmad Balshe, Jason Quenneville and Stephan Moccio",Fifty Shades of Grey,False
2015,2016,88,MUSIC (Original Song),Music by J. Ralph; Lyric by Anohni,Racing Extinction,False
2015,2016,88,MUSIC (Original Song),Music and Lyric by David Lang,Youth,False
2015,2016,88,MUSIC (Original Song),Music and Lyric by Diane Warren and Lady Gaga,The Hunting Ground,False
2015,2016,88,MUSIC (Original Song),Music and Lyric by Jimmy Napes and Sam Smith,Spectre,True
2015,2016,88,BEST PICTURE,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers",The Big Short,False
2015,2016,88,BEST PICTURE,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger, Producers",Bridge of Spies,False
2015,2016,88,BEST PICTURE,"Finola Dwyer and Amanda Posey, Producers",Brooklyn,False
2015,2016,88,BEST PICTURE,"Doug Mitchell and George Miller, Producers",Mad Max: Fury Road,False
2015,2016,88,BEST PICTURE,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers",The Martian,False
2015,2016,88,BEST PICTURE,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon, Producers",The Revenant,False
2015,2016,88,BEST PICTURE,"Ed Guiney, Producer",Room,False
2015,2016,88,BEST PICTURE,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",Spotlight,True
2015,2016,88,PRODUCTION DESIGN,Production Design: Adam Stockhausen; Set Decoration: Rena DeAngelo and Bernhard Henrich,Bridge of Spies,False
2015,2016,88,PRODUCTION DESIGN,Production Design: Eve Stewart; Set Decoration: Michael Standish,The Danish Girl,False
2015,2016,88,PRODUCTION DESIGN,Production Design: Colin Gibson; Set Decoration: Lisa Thompson,Mad Max: Fury Road,True
2015,2016,88,PRODUCTION DESIGN,Production Design: Arthur Max; Set Decoration: Celia Bobak,The Martian,False
2015,2016,88,PRODUCTION DESIGN,Production Design: Jack Fisk; Set Decoration: Hamish Purdy,The Revenant,False
